Det File Crosshead Load1 Load2 sampX sampY I0 Trans  dH1 ddH1 dV1 ddV1 dXY1 ddXY1 PeakInt1 mFWHM1 dHplus1 dHminus1  dH2 ddH2 dV2 ddV2 dXY2 ddXY2 PeakInt2 mFWHM2 dHplus2 dHminus2  dH3 ddH3 dV3 ddV3 dXY3 ddXY3 PeakInt3 mFWHM3 dHplus3 dHminus3  dH4 ddH4 dV4 ddV4 dXY4 ddXY4 PeakInt4 mFWHM4 dHplus4 dHminus4 dH5 ddH5 dV5 ddV5 dXY5 ddXY5 PeakInt5 mFWHM5 dHplus5 dHminus5 
5 5739 -25.628700 1793.220000 1699.650000 5.100000 -0.119994 3.206993e+08 0.257712 1.992713 0.000062 1.992659 0.000123 1.992851 0.000260 1319.001567 2.834127 1.985564 1.999913 1.409504 0.000033 1.409941 0.000033 1.409728 0.000035 293.232456 2.888944 1.405903 1.413123 0.997026 0.000026 0.996988 0.000032 0.996982 0.000019 132.055298 3.440766 0.994899 0.999162 0.891820 0.000073 0.891873 0.000031 0.891930 0.000022 135.817778 3.873097 0.890053 0.893594 0.813932 0.000030 0.814140 0.000037 0.814179 0.000022 32.044858 3.933772 0.812330 0.815541
5 5740 -25.628800 1793.500000 1702.180000 5.300000 -0.119994 3.205594e+08 0.258319 1.992188 0.000065 1.992312 0.000096 1.992429 0.000287 1307.293574 2.758810 1.985257 1.999169 1.409301 0.000034 1.409407 0.000034 1.409456 0.000031 292.640139 2.850697 1.405775 1.412845 0.996733 0.000021 0.996819 0.000030 0.996853 0.000020 125.619454 3.368942 0.994644 0.998831 0.891620 0.000088 0.891630 0.000030 0.891757 0.000019 137.147446 3.810318 0.889884 0.893363 0.813949 0.000026 0.813873 0.000022 0.814000 0.000022 32.529259 3.879023 0.812362 0.815542
5 5741 -25.628700 1792.700000 1701.800000 5.500000 -0.119994 3.212587e+08 0.257495 1.992005 0.000064 1.991872 0.000115 1.991980 0.000328 1299.379279 2.731713 1.985137 1.998920 1.409093 0.000036 1.409357 0.000045 1.409278 0.000028 300.155886 2.831423 1.405559 1.412645 0.996653 0.000020 0.996618 0.000022 0.996627 0.000018 130.184557 3.311211 0.994609 0.998705 0.891544 0.000061 0.891478 0.000023 0.891566 0.000017 139.909126 3.784099 0.889830 0.893265 0.813732 0.000021 0.813688 0.000035 0.813889 0.000021 32.879438 3.831031 0.812157 0.815312
5 5742 -25.628700 1793.210000 1699.160000 5.700000 -0.119994 3.208392e+08 0.256815 1.991910 0.000074 1.991464 0.000120 1.991735 0.000331 1340.499263 2.718789 1.985058 1.998809 1.408760 0.000036 1.409125 0.000041 1.408987 0.000031 302.067445 2.782610 1.405270 1.412267 0.996553 0.000020 0.996435 0.000026 0.996544 0.000019 133.152245 3.316319 0.994491 0.998623 0.891405 0.000060 0.891323 0.000023 0.891409 0.000019 140.338267 3.737212 0.889653 0.893165 0.813573 0.000026 0.813622 0.000032 0.813708 0.000022 33.277189 3.723642 0.812059 0.815094
5 5743 -25.628400 1792.580000 1701.480000 5.900000 -0.119994 3.219580e+08 0.254764 1.991700 0.000080 1.991174 0.000100 1.991253 0.000335 1290.701726 2.725254 1.984875 1.998572 1.408631 0.000035 1.408652 0.000043 1.408721 0.000032 296.510621 2.778497 1.405173 1.412106 0.996411 0.000023 0.996192 0.000028 0.996312 0.000018 132.343818 3.273117 0.994415 0.998414 0.891277 0.000052 0.891171 0.000020 0.891279 0.000020 143.019626 3.694244 0.889562 0.892998 0.813483 0.000023 0.813490 0.000020 0.813625 0.000017 34.889641 3.726106 0.811927 0.815045
5 5744 -25.628700 1791.570000 1701.590000 6.100000 -0.119994 3.223776e+08 0.255300 1.991214 0.000071 1.990918 0.000093 1.991059 0.000308 1266.434209 2.745426 1.984339 1.998137 1.408477 0.000034 1.408658 0.000041 1.408571 0.000032 302.299273 2.767686 1.405022 1.411948 0.996266 0.000024 0.995997 0.000026 0.996224 0.000018 130.584661 3.251356 0.994263 0.998277 0.891129 0.000057 0.891064 0.000020 0.891181 0.000020 140.219017 3.651503 0.889454 0.892810 0.813347 0.000022 0.813534 0.000034 0.813504 0.000014 35.294504 3.690371 0.811867 0.814832
5 5745 -25.628900 1792.370000 1703.460000 6.300000 -0.119994 3.220979e+08 0.254595 1.990917 0.000059 1.990939 0.000097 1.990710 0.000289 1266.010297 2.765730 1.983986 1.997898 1.408238 0.000036 1.408178 0.000042 1.408306 0.000032 304.935063 2.744707 1.404775 1.411719 0.996126 0.000022 0.995993 0.000026 0.996137 0.000019 138.056653 3.236705 0.994128 0.998132 0.891027 0.000038 0.890898 0.000019 0.891038 0.000019 140.146300 3.656202 0.889343 0.892717 0.813368 0.000022 0.813281 0.000033 0.813391 0.000017 34.378213 3.714264 0.811824 0.814917
5 5746 -25.628600 1792.240000 1700.230000 6.500000 -0.119994 3.229371e+08 0.254338 1.990609 0.000058 1.990500 0.000117 1.990373 0.000245 1292.527358 2.768180 1.983590 1.997678 1.408185 0.000038 1.408050 0.000040 1.408080 0.000032 299.817490 2.744886 1.404782 1.411604 0.996027 0.000022 0.995851 0.000025 0.995917 0.000015 137.454579 3.236597 0.994033 0.998030 0.890886 0.000071 0.890735 0.000018 0.890952 0.000020 144.690999 3.646638 0.889236 0.892542 0.813221 0.000024 0.813061 0.000022 0.813251 0.000013 34.308206 3.680969 0.811715 0.814732
5 5747 -25.628400 1791.730000 1699.950000 6.700000 -0.119994 3.223776e+08 0.254259 1.990432 0.000060 1.990256 0.000115 1.990070 0.000216 1285.426440 2.801525 1.983374 1.997539 1.408017 0.000034 1.407777 0.000041 1.407896 0.000031 294.611499 2.748414 1.404558 1.411492 0.995847 0.000022 0.995677 0.000022 0.995817 0.000014 134.314577 3.202980 0.993898 0.997805 0.890777 0.000041 0.890575 0.000019 0.890818 0.000016 144.359089 3.642734 0.889086 0.892474 0.813042 0.000021 0.813008 0.000029 0.813165 0.000015 33.358136 3.672741 0.811562 0.814528
5 5748 -25.628800 1792.330000 1699.880000 6.900000 -0.119994 3.218182e+08 0.254353 1.989917 0.000073 1.990041 0.000142 1.989888 0.000181 1254.490065 2.817973 1.982700 1.997188 1.407766 0.000039 1.407667 0.000042 1.407679 0.000034 302.469129 2.749213 1.404361 1.411188 0.995622 0.000027 0.995525 0.000023 0.995706 0.000014 132.316094 3.215531 0.993658 0.997594 0.890672 0.000048 0.890526 0.000018 0.890669 0.000016 143.485278 3.652648 0.888956 0.892396 0.812993 0.000022 0.812916 0.000030 0.813044 0.000018 34.797548 3.706307 0.811514 0.814477
5 5749 -25.628700 1791.440000 1700.480000 7.100000 -0.119994 3.215385e+08 0.253328 1.989817 0.000064 1.989656 0.000132 1.989523 0.000116 1280.033015 2.809780 1.982625 1.997062 1.407432 0.000037 1.407470 0.000040 1.407448 0.000034 304.575527 2.724788 1.404020 1.410860 0.995606 0.000022 0.995361 0.000023 0.995542 0.000014 133.733589 3.225814 0.993613 0.997607 0.890569 0.000056 0.890387 0.000017 0.890585 0.000019 142.812527 3.602180 0.888854 0.892290 0.812878 0.000017 0.812838 0.000036 0.812963 0.000017 35.677889 3.664615 0.811422 0.814340
5 5750 -25.628400 1791.160000 1701.200000 7.300000 -0.119994 3.212587e+08 0.253896 1.989536 0.000091 1.989314 0.000112 1.989307 0.000075 1252.070913 2.825407 1.982208 1.996920 1.407362 0.000036 1.407243 0.000039 1.407348 0.000033 302.842960 2.739499 1.403954 1.410787 0.995431 0.000022 0.995262 0.000022 0.995405 0.000014 137.506895 3.225355 0.993389 0.997482 0.890437 0.000057 0.890269 0.000018 0.890426 0.000018 143.720082 3.620033 0.888705 0.892177 0.812815 0.000016 0.812672 0.000040 0.812841 0.000016 33.838441 3.664379 0.811354 0.814281
5 5751 -25.628600 1792.500000 1703.190000 4.500000 -0.039996 3.212587e+08 0.255406 1.993599 0.000100 1.994686 0.000167 1.994011 0.000090 1344.528450 2.968263 1.986027 2.001230 1.410220 0.000038 1.411119 0.000104 1.410753 0.000039 255.329368 3.264869 1.406387 1.414075 0.997469 0.000045 0.997660 0.000112 0.997634 0.000042 107.209196 3.973269 0.995112 0.999837 0.892392 0.000093 0.892562 0.000080 0.892470 0.000034 115.277719 4.561366 0.890509 0.894283 0.814438 0.000038 0.814739 0.000066 0.814653 0.000029 27.797008 4.468967 0.812688 0.816196
5 5752 -25.628700 1791.240000 1696.830000 4.700000 -0.039996 3.204196e+08 0.255609 1.993239 0.000091 1.993645 0.000170 1.993450 0.000142 1345.197672 2.908491 1.985760 2.000774 1.410044 0.000034 1.410541 0.000052 1.410390 0.000037 264.618022 3.058336 1.406330 1.413778 0.997273 0.000029 0.997392 0.000059 0.997337 0.000026 120.952284 3.689442 0.995053 0.999504 0.892147 0.000114 0.892267 0.000050 0.892295 0.000027 126.439174 4.321584 0.890305 0.893996 0.814360 0.000033 0.814465 0.000043 0.814478 0.000032 28.876226 4.249280 0.812674 0.816053
5 5753 -25.628500 1792.160000 1698.790000 4.900000 -0.039996 3.213986e+08 0.254685 1.992914 0.000058 1.992946 0.000137 1.993089 0.000200 1312.109102 2.843807 1.985649 2.000234 1.409698 0.000035 1.410152 0.000039 1.410020 0.000030 284.652361 2.964196 1.406037 1.413378 0.997121 0.000026 0.997158 0.000032 0.997108 0.000021 120.043867 3.567276 0.994965 0.999287 0.892011 0.000060 0.892014 0.000028 0.892080 0.000027 133.350630 4.019849 0.890160 0.893871 0.814171 0.000033 0.814261 0.000041 0.814342 0.000026 31.162095 4.059143 0.812515 0.815834
5 5754 -25.628600 1791.880000 1699.670000 5.100000 -0.039996 3.213986e+08 0.255294 1.992612 0.000053 1.992632 0.000096 1.992800 0.000266 1298.089782 2.806131 1.985500 1.999776 1.409523 0.000034 1.409771 0.000040 1.409728 0.000029 283.567734 2.885962 1.405963 1.413101 0.996948 0.000026 0.996933 0.000031 0.997009 0.000018 127.001944 3.437255 0.994788 0.999117 0.891806 0.000057 0.891865 0.000026 0.891880 0.000019 136.888378 3.883926 0.890038 0.893582 0.813949 0.000029 0.814064 0.000023 0.814167 0.000025 32.397188 3.915108 0.812333 0.815572
5 5755 -25.628700 1791.700000 1701.050000 5.300000 -0.039996 3.213986e+08 0.254975 1.992461 0.000055 1.992235 0.000100 1.992355 0.000287 1297.501534 2.785131 1.985342 1.999633 1.409201 0.000037 1.409517 0.000042 1.409347 0.000027 292.980196 2.851861 1.405650 1.412771 0.996842 0.000024 0.996784 0.000021 0.996754 0.000019 127.164909 3.424770 0.994731 0.998961 0.891673 0.000067 0.891630 0.000025 0.891747 0.000020 138.300413 3.855982 0.889939 0.893413 0.813844 0.000020 0.813891 0.000034 0.814031 0.000024 34.469933 3.860546 0.812294 0.815400
5 5756 -25.628600 1793.550000 1701.550000 5.500000 -0.039996 3.212587e+08 0.255231 1.992072 0.000067 1.991750 0.000118 1.992080 0.000311 1309.854922 2.729936 1.985116 1.999077 1.409193 0.000034 1.409309 0.000046 1.409052 0.000032 296.820230 2.840686 1.405690 1.412713 0.996637 0.000022 0.996502 0.000026 0.996685 0.000019 133.867733 3.333190 0.994527 0.998756 0.891486 0.000050 0.891469 0.000025 0.891573 0.000017 141.890328 3.778721 0.889753 0.893226 0.813747 0.000014 0.813786 0.000030 0.813836 0.000021 34.135268 3.795133 0.812221 0.815278
5 5757 -25.628600 1792.330000 1699.070000 5.700000 -0.039996 3.212587e+08 0.254999 1.991807 0.000072 1.991616 0.000121 1.991742 0.000330 1281.127702 2.716936 1.984960 1.998702 1.408872 0.000034 1.409080 0.000046 1.408917 0.000029 299.955190 2.802465 1.405383 1.412378 0.996521 0.000020 0.996448 0.000027 0.996546 0.000017 127.857783 3.331848 0.994491 0.998560 0.891376 0.000057 0.891314 0.000021 0.891428 0.000021 140.141988 3.740386 0.889630 0.893130 0.813611 0.000021 0.813585 0.000032 0.813742 0.000017 32.856528 3.773109 0.812087 0.815140
5 5758 -25.628400 1794.060000 1700.870000 5.900000 -0.039996 3.215385e+08 0.254458 1.991248 0.000061 1.991374 0.000116 1.991399 0.000344 1259.046352 2.720830 1.984338 1.998207 1.408816 0.000037 1.408595 0.000044 1.408688 0.000032 291.800762 2.751074 1.405383 1.412266 0.996255 0.000025 0.996314 0.000023 0.996383 0.000015 130.638430 3.280854 0.994166 0.998352 0.891279 0.000057 0.891115 0.000018 0.891290 0.000022 141.372135 3.705049 0.889577 0.892987 0.813597 0.000019 0.813403 0.000021 0.813619 0.000017 35.208227 3.716046 0.812105 0.815094
5 5759 -25.628900 1791.140000 1700.680000 6.100000 -0.039996 3.212587e+08 0.254941 1.991251 0.000071 1.991001 0.000105 1.990943 0.000305 1265.925198 2.732291 1.984410 1.998139 1.408563 0.000036 1.408353 0.000039 1.408484 0.000030 298.541651 2.766334 1.405090 1.412053 0.996204 0.000023 0.996059 0.000024 0.996199 0.000019 129.702302 3.276015 0.994168 0.998250 0.891137 0.000067 0.891011 0.000017 0.891177 0.000019 142.847964 3.693593 0.889488 0.892792 0.813463 0.000026 0.813344 0.000027 0.813478 0.000015 34.287358 3.737667 0.811914 0.815018
5 5760 -25.628800 1792.330000 1702.080000 6.300000 -0.039996 3.211189e+08 0.254588 1.990917 0.000068 1.990731 0.000105 1.990684 0.000297 1293.519038 2.746395 1.983987 1.997896 1.408266 0.000034 1.408257 0.000043 1.408308 0.000031 303.486458 2.749451 1.404816 1.411734 0.996124 0.000021 0.995894 0.000024 0.996111 0.000016 133.457885 3.245116 0.994076 0.998181 0.890953 0.000046 0.890892 0.000021 0.891012 0.000018 143.800987 3.644239 0.889223 0.892690 0.813290 0.000021 0.813295 0.000033 0.813400 0.000016 33.569120 3.734124 0.811775 0.814811
5 5761 -25.628600 1792.280000 1700.320000 6.500000 -0.039996 3.208392e+08 0.255042 1.990564 0.000060 1.990604 0.000112 1.990194 0.000240 1251.272774 2.779178 1.983599 1.997577 1.408060 0.000035 1.408021 0.000037 1.408009 0.000034 292.049134 2.767458 1.404604 1.411533 0.995908 0.000022 0.995876 0.000025 0.995913 0.000017 130.848006 3.209535 0.993933 0.997890 0.890851 0.000048 0.890730 0.000018 0.890906 0.000017 140.752454 3.643345 0.889170 0.892538 0.813200 0.000015 0.813128 0.000028 0.813313 0.000017 35.009615 3.724831 0.811682 0.814723
5 5762 -25.628700 1792.220000 1698.350000 6.700000 -0.039996 3.206993e+08 0.255328 1.990368 0.000067 1.990126 0.000115 1.989995 0.000196 1234.776993 2.790669 1.983310 1.997477 1.407809 0.000037 1.407818 0.000041 1.407832 0.000031 299.366735 2.747149 1.404370 1.411265 0.995832 0.000019 0.995656 0.000021 0.995782 0.000016 130.206263 3.243409 0.993839 0.997833 0.890769 0.000054 0.890598 0.000018 0.890763 0.000017 143.756194 3.615201 0.889065 0.892480 0.813101 0.000020 0.813017 0.000034 0.813174 0.000015 34.661049 3.704986 0.811609 0.814599
5 5763 -25.628600 1792.350000 1701.180000 6.900000 -0.039996 3.215385e+08 0.254951 1.990100 0.000061 1.990048 0.000140 1.989761 0.000151 1278.906516 2.798079 1.982939 1.997314 1.407681 0.000034 1.407641 0.000046 1.407615 0.000032 302.769153 2.742018 1.404238 1.411142 0.995678 0.000021 0.995573 0.000023 0.995659 0.000016 133.007418 3.223584 0.993672 0.997692 0.890675 0.000071 0.890504 0.000019 0.890675 0.000018 143.984048 3.656741 0.889007 0.892349 0.812988 0.000019 0.812863 0.000032 0.813018 0.000018 34.678119 3.675279 0.811481 0.814501
5 5764 -25.628700 1792.450000 1701.440000 7.100000 -0.039996 3.220979e+08 0.253727 1.989735 0.000068 1.989542 0.000132 1.989564 0.000119 1273.955735 2.816582 1.982486 1.997037 1.407505 0.000037 1.407425 0.000045 1.407494 0.000032 304.520234 2.728781 1.404107 1.410920 0.995571 0.000023 0.995346 0.000021 0.995519 0.000016 131.871320 3.231584 0.993596 0.997555 0.890552 0.000070 0.890355 0.000017 0.890526 0.000018 144.135200 3.656901 0.888845 0.892265 0.812818 0.000021 0.812761 0.000034 0.812926 0.000019 35.344511 3.700549 0.811332 0.814309
5 5765 -25.628600 1792.560000 1699.790000 7.300000 -0.039996 3.220979e+08 0.254364 1.989463 0.000071 1.989192 0.000113 1.989314 0.000081 1257.630617 2.823185 1.982134 1.996846 1.407376 0.000036 1.407287 0.000041 1.407303 0.000034 295.680967 2.740951 1.403934 1.410834 0.995425 0.000019 0.995174 0.000028 0.995431 0.000015 135.149102 3.202152 0.993436 0.997422 0.890420 0.000072 0.890203 0.000018 0.890418 0.000018 144.495537 3.651505 0.888699 0.892147 0.812762 0.000019 0.812690 0.000048 0.812918 0.000020 34.609214 3.662380 0.811292 0.814238
5 5766 -25.628900 1791.270000 1700.300000 4.500000 0.040002 3.230769e+08 0.255844 1.993721 0.000106 1.994418 0.000173 1.994200 0.000068 1344.242439 2.977504 1.986056 2.001445 1.410514 0.000040 1.410923 0.000084 1.410683 0.000046 262.357823 3.185594 1.406568 1.414482 0.997555 0.000039 0.997722 0.000082 0.997694 0.000040 108.927260 3.982862 0.995145 0.999976 0.892371 0.000130 0.892464 0.000082 0.892509 0.000044 118.182395 4.578008 0.890419 0.894333 0.814409 0.000047 0.814827 0.000054 0.814659 0.000048 27.885599 4.533233 0.812619 0.816207
5 5767 -25.628800 1792.200000 1700.880000 4.700000 0.040002 3.227972e+08 0.256124 1.993481 0.000107 1.993495 0.000171 1.993572 0.000140 1313.452005 2.903544 1.985939 2.001081 1.410047 0.000041 1.410469 0.000053 1.410304 0.000035 266.362162 3.114752 1.406253 1.413863 0.997400 0.000032 0.997319 0.000052 0.997353 0.000026 117.219571 3.734582 0.995119 0.999691 0.892257 0.000113 0.892278 0.000046 0.892239 0.000038 125.586955 4.281871 0.890411 0.894111 0.814220 0.000042 0.814479 0.000049 0.814505 0.000034 30.191946 4.278137 0.812477 0.815971
5 5768 -25.628800 1791.640000 1698.830000 4.900000 0.040002 3.230769e+08 0.255844 1.992929 0.000071 1.993214 0.000126 1.993109 0.000233 1316.008066 2.846576 1.985678 2.000234 1.409785 0.000035 1.409941 0.000042 1.410055 0.000033 290.528079 2.958206 1.406030 1.413561 0.997100 0.000031 0.997241 0.000035 0.997178 0.000024 122.035017 3.548236 0.994877 0.999335 0.892054 0.000060 0.892014 0.000027 0.892070 0.000020 135.292533 4.081498 0.890191 0.893925 0.814135 0.000034 0.814173 0.000023 0.814349 0.000029 32.067797 3.986116 0.812472 0.815805
5 5769 -25.628600 1791.360000 1701.070000 5.100000 0.040002 3.225175e+08 0.256375 1.992636 0.000058 1.992531 0.000099 1.992810 0.000264 1297.956917 2.791670 1.985561 1.999762 1.409627 0.000030 1.409796 0.000034 1.409675 0.000028 301.139267 2.885251 1.405996 1.413277 0.996938 0.000023 0.996951 0.000033 0.997028 0.000019 124.236530 3.492306 0.994813 0.999073 0.891853 0.000095 0.891795 0.000032 0.891901 0.000021 135.943096 3.966255 0.890105 0.893608 0.814044 0.000031 0.814075 0.000038 0.814113 0.000030 32.755485 3.913868 0.812424 0.815671
5 5770 -25.628800 1792.200000 1701.270000 5.300000 0.040002 3.229371e+08 0.257052 1.992316 0.000060 1.992108 0.000109 1.992416 0.000298 1313.062737 2.765219 1.985351 1.999330 1.409396 0.000034 1.409429 0.000035 1.409477 0.000027 295.644063 2.872077 1.405808 1.413002 0.996831 0.000023 0.996816 0.000027 0.996789 0.000019 129.747339 3.381187 0.994713 0.998958 0.891661 0.000066 0.891645 0.000028 0.891737 0.000018 139.411914 3.844954 0.889914 0.893415 0.813872 0.000018 0.813857 0.000029 0.814016 0.000023 32.401873 3.823483 0.812297 0.815454
5 5771 -25.628700 1791.540000 1701.340000 5.500000 0.040002 3.225175e+08 0.255768 1.992145 0.000064 1.991694 0.000125 1.991979 0.000338 1328.813238 2.732005 1.985232 1.999106 1.409067 0.000036 1.409176 0.000035 1.409275 0.000030 292.735148 2.800316 1.405560 1.412591 0.996650 0.000022 0.996539 0.000028 0.996632 0.000018 130.457851 3.356329 0.994570 0.998739 0.891580 0.000071 0.891480 0.000028 0.891615 0.000020 142.352521 3.772461 0.889887 0.893280 0.813697 0.000025 0.813766 0.000029 0.813953 0.000019 32.310785 3.817544 0.812138 0.815263
5 5772 -25.628600 1791.270000 1701.580000 5.700000 0.040002 3.226573e+08 0.254385 1.991832 0.000070 1.991465 0.000115 1.991654 0.000350 1287.485858 2.722602 1.984988 1.998724 1.408868 0.000033 1.409036 0.000045 1.408987 0.000032 301.909694 2.785327 1.405315 1.412438 0.996596 0.000021 0.996361 0.000024 0.996500 0.000016 130.679366 3.306888 0.994567 0.998633 0.891429 0.000051 0.891326 0.000023 0.891440 0.000016 141.583992 3.740525 0.889676 0.893190 0.813560 0.000025 0.813675 0.000029 0.813802 0.000020 34.024752 3.816946 0.812006 0.815121
5 5773 -25.628900 1791.280000 1700.070000 5.900000 0.040002 3.218182e+08 0.254672 1.991407 0.000068 1.991414 0.000119 1.991367 0.000348 1304.965150 2.715591 1.984551 1.998310 1.408756 0.000036 1.408753 0.000042 1.408843 0.000030 306.405662 2.792095 1.405302 1.412228 0.996316 0.000020 0.996355 0.000031 0.996392 0.000020 135.714593 3.285863 0.994280 0.998361 0.891270 0.000051 0.891144 0.000023 0.891326 0.000020 142.319253 3.719491 0.889526 0.893021 0.813548 0.000021 0.813431 0.000026 0.813646 0.000018 34.946674 3.714982 0.812025 0.815076
5 5774 -25.628900 1791.270000 1699.470000 6.100000 0.040002 3.212587e+08 0.254970 1.991266 0.000089 1.991012 0.000109 1.990886 0.000311 1309.269337 2.738430 1.984456 1.998124 1.408492 0.000034 1.408463 0.000042 1.408476 0.000032 303.828855 2.769347 1.405011 1.411991 0.996288 0.000026 0.996170 0.000024 0.996227 0.000019 137.625024 3.247145 0.994265 0.998320 0.891168 0.000074 0.891069 0.000020 0.891171 0.000017 143.121179 3.663528 0.889490 0.892853 0.813372 0.000019 0.813251 0.000031 0.813536 0.000018 33.225695 3.733587 0.811867 0.814883
5 5775 -25.628700 1790.240000 1699.620000 6.300000 0.040002 3.216783e+08 0.254493 1.990954 0.000069 1.990897 0.000112 1.990636 0.000279 1274.400891 2.731788 1.984063 1.997893 1.408350 0.000033 1.408231 0.000039 1.408273 0.000030 297.163759 2.751424 1.404904 1.411814 0.996112 0.000022 0.996105 0.000037 0.996034 0.000017 132.209344 3.242209 0.994105 0.998127 0.891037 0.000074 0.890879 0.000018 0.891068 0.000020 142.559510 3.644923 0.889369 0.892713 0.813297 0.000024 0.813173 0.000024 0.813442 0.000015 34.866940 3.699949 0.811756 0.814845
5 5776 -25.628700 1790.290000 1698.590000 6.500000 0.040002 3.219580e+08 0.253953 1.990740 0.000061 1.990406 0.000097 1.990427 0.000252 1252.973782 2.778006 1.983777 1.997753 1.408069 0.000037 1.408152 0.000044 1.408189 0.000033 295.608764 2.749541 1.404632 1.411523 0.996022 0.000022 0.995799 0.000029 0.995952 0.000016 131.068527 3.235548 0.994048 0.998005 0.890929 0.000068 0.890733 0.000017 0.890916 0.000014 143.041312 3.674693 0.889241 0.892624 0.813191 0.000022 0.813123 0.000031 0.813342 0.000018 35.027557 3.694872 0.811697 0.814691
5 5777 -25.628600 1790.840000 1701.740000 6.700000 0.040002 3.215385e+08 0.254342 1.990465 0.000057 1.990291 0.000118 1.990099 0.000222 1275.982760 2.777384 1.983477 1.997504 1.407937 0.000033 1.407827 0.000042 1.407992 0.000031 299.724993 2.748569 1.404467 1.411425 0.995832 0.000018 0.995663 0.000025 0.995813 0.000015 135.990142 3.223485 0.993830 0.997843 0.890783 0.000059 0.890620 0.000017 0.890794 0.000017 143.597342 3.636831 0.889081 0.892491 0.813097 0.000018 0.812933 0.000035 0.813223 0.000019 34.052740 3.720242 0.811601 0.814598
5 5778 -25.628800 1790.240000 1699.320000 6.900000 0.040002 3.205594e+08 0.254916 1.990204 0.000057 1.990125 0.000140 1.989873 0.000185 1261.598771 2.798958 1.983141 1.997317 1.407770 0.000035 1.407708 0.000040 1.407757 0.000031 303.186071 2.735186 1.404325 1.411231 0.995757 0.000022 0.995663 0.000027 0.995699 0.000017 133.648139 3.221634 0.993756 0.997766 0.890695 0.000087 0.890478 0.000018 0.890675 0.000019 144.256383 3.657473 0.889031 0.892365 0.813000 0.000025 0.812848 0.000031 0.813088 0.000017 34.372554 3.674452 0.811471 0.814535
5 5779 -25.628600 1791.220000 1699.950000 7.100000 0.040002 3.205594e+08 0.254363 1.989913 0.000065 1.989644 0.000129 1.989555 0.000128 1261.538784 2.816798 1.982724 1.997156 1.407504 0.000037 1.407422 0.000041 1.407539 0.000032 304.455756 2.746993 1.404091 1.410934 0.995692 0.000021 0.995453 0.000028 0.995523 0.000014 133.335245 3.188239 0.993724 0.997668 0.890560 0.000074 0.890417 0.000019 0.890566 0.000017 143.949709 3.639525 0.888871 0.892255 0.812877 0.000023 0.812789 0.000025 0.813025 0.000018 35.151744 3.658881 0.811348 0.814412
5 5780 -25.628700 1790.810000 1701.260000 7.300000 0.040002 3.211189e+08 0.253978 1.989496 0.000081 1.989322 0.000118 1.989322 0.000081 1232.091713 2.826670 1.982087 1.996960 1.407455 0.000036 1.407219 0.000043 1.407222 0.000035 297.839605 2.731666 1.404063 1.410864 0.995440 0.000020 0.995212 0.000026 0.995414 0.000015 132.714636 3.231431 0.993409 0.997480 0.890449 0.000056 0.890258 0.000018 0.890447 0.000019 147.279779 3.651054 0.888736 0.892169 0.812843 0.000019 0.812688 0.000035 0.812832 0.000019 35.699429 3.646653 0.811359 0.814333
5 5781 -25.628400 1791.490000 1701.390000 4.500000 0.120000 3.211189e+08 0.256852 1.993755 0.000118 1.994305 0.000196 1.994195 0.000100 1312.479090 2.978637 1.986106 2.001463 1.410379 0.000039 1.410963 0.000098 1.410720 0.000044 253.399861 3.212902 1.406519 1.414261 0.997552 0.000044 0.997600 0.000096 0.997709 0.000037 108.763486 3.976861 0.995134 0.999982 0.892351 0.000112 0.892567 0.000064 0.892449 0.000047 116.555548 4.557509 0.890396 0.894315 0.814437 0.000033 0.814890 0.000068 0.814660 0.000039 28.168318 4.559185 0.812696 0.816185
5 5782 -25.628800 1790.970000 1700.300000 4.700000 0.120000 3.209790e+08 0.256877 1.993269 0.000082 1.993728 0.000145 1.993583 0.000148 1287.408411 2.902400 1.985797 2.000797 1.410037 0.000036 1.410435 0.000054 1.410377 0.000033 269.752403 3.093590 1.406257 1.413839 0.997377 0.000032 0.997354 0.000039 0.997383 0.000034 118.038622 3.743283 0.995070 0.999694 0.892182 0.000125 0.892284 0.000046 0.892297 0.000031 124.985802 4.284955 0.890288 0.894084 0.814299 0.000033 0.814451 0.000040 0.814467 0.000035 29.686764 4.246344 0.812590 0.816016
5 5783 -25.628700 1790.690000 1698.500000 4.900000 0.120000 3.216783e+08 0.256029 1.993031 0.000076 1.993196 0.000124 1.993120 0.000226 1320.872149 2.851859 1.985741 2.000374 1.409639 0.000038 1.410220 0.000039 1.410023 0.000027 289.258002 2.959033 1.405955 1.413343 0.997214 0.000031 0.997307 0.000047 0.997214 0.000021 124.300792 3.528260 0.995055 0.999383 0.892012 0.000090 0.892037 0.000030 0.892099 0.000020 132.916225 4.061659 0.890184 0.893848 0.814172 0.000038 0.814302 0.000037 0.814300 0.000026 31.154459 4.053120 0.812491 0.815861
5 5784 -25.628800 1790.730000 1698.550000 5.100000 0.120000 3.220979e+08 0.255493 1.992628 0.000053 1.992448 0.000118 1.992870 0.000260 1294.999058 2.800610 1.985570 1.999736 1.409593 0.000033 1.409719 0.000031 1.409674 0.000027 293.877827 2.875167 1.405994 1.413210 0.996850 0.000026 0.996976 0.000025 0.997005 0.000017 129.071582 3.445597 0.994719 0.998989 0.891862 0.000072 0.891811 0.000027 0.891916 0.000022 135.407786 3.937419 0.890110 0.893621 0.814011 0.000031 0.814038 0.000029 0.814175 0.000031 32.713494 3.933464 0.812360 0.815669
