Det File Crosshead Load1 Load2 sampX sampY I0 Trans  dH1 ddH1 dV1 ddV1 dXY1 ddXY1 PeakInt1 mFWHM1 dHplus1 dHminus1  dH2 ddH2 dV2 ddV2 dXY2 ddXY2 PeakInt2 mFWHM2 dHplus2 dHminus2  dH3 ddH3 dV3 ddV3 dXY3 ddXY3 PeakInt3 mFWHM3 dHplus3 dHminus3  dH4 ddH4 dV4 ddV4 dXY4 ddXY4 PeakInt4 mFWHM4 dHplus4 dHminus4 dH5 ddH5 dV5 ddV5 dXY5 ddXY5 PeakInt5 mFWHM5 dHplus5 dHminus5 
5 5692 -25.628700 1785.500000 1697.500000 4.340000 0.120000 3.218182e+08 0.256961 1.994021 0.000104 1.995202 0.000151 1.994716 0.000101 1361.439518 2.979318 1.986414 2.001687 1.410455 0.000032 1.411645 0.000134 1.411211 0.000035 250.590105 3.237906 1.406700 1.414230 0.997701 0.000034 0.998034 0.000127 0.997878 0.000044 105.210559 4.098260 0.995421 0.999991 0.892421 0.000066 0.892878 0.000112 0.892643 0.000060 113.944314 4.583967 0.890528 0.894321 0.814501 0.000036 0.815062 0.000075 0.814863 0.000060 27.288030 4.748113 0.812808 0.816201
5 5693 -25.628800 1784.270000 1696.860000 4.360000 0.120000 3.219580e+08 0.256588 1.993957 0.000107 1.995241 0.000150 1.994577 0.000085 1346.740615 2.983836 1.986344 2.001628 1.410483 0.000036 1.411496 0.000146 1.411078 0.000038 244.868493 3.229997 1.406714 1.414271 0.997595 0.000033 0.997958 0.000126 0.997884 0.000048 107.788575 4.116512 0.995322 0.999879 0.892382 0.000058 0.892825 0.000116 0.892692 0.000048 116.153119 4.585893 0.890457 0.894317 0.814537 0.000035 0.815190 0.000067 0.814871 0.000047 27.334696 4.770134 0.812818 0.816264
5 5694 -25.628800 1784.710000 1696.920000 4.380000 0.120000 3.222378e+08 0.256481 1.993933 0.000113 1.995227 0.000196 1.994495 0.000080 1335.828334 2.988903 1.986280 2.001646 1.410471 0.000035 1.411453 0.000136 1.411210 0.000042 250.169724 3.286616 1.406691 1.414272 0.997675 0.000034 0.997897 0.000132 0.997822 0.000054 106.696608 4.097386 0.995386 0.999975 0.892404 0.000065 0.892767 0.000123 0.892692 0.000056 116.213159 4.556606 0.890482 0.894334 0.814557 0.000043 0.815231 0.000071 0.814860 0.000051 28.461052 4.775626 0.812793 0.816328
5 5695 -25.628700 1785.030000 1698.410000 4.400000 0.120000 3.225175e+08 0.255854 1.994048 0.000118 1.994978 0.000242 1.994521 0.000086 1349.433551 2.994091 1.986380 2.001776 1.410450 0.000040 1.411256 0.000143 1.411041 0.000052 253.220149 3.356001 1.406590 1.414332 0.997728 0.000038 0.997782 0.000135 0.997860 0.000055 106.233787 4.118439 0.995413 1.000053 0.892464 0.000080 0.892739 0.000115 0.892663 0.000051 116.734113 4.578412 0.890573 0.894364 0.814468 0.000046 0.815230 0.000075 0.814879 0.000050 28.250000 4.693635 0.812717 0.816227
5 5696 -25.628700 1785.710000 1698.950000 4.420000 0.120000 3.232168e+08 0.255503 1.994046 0.000125 1.994885 0.000192 1.994428 0.000080 1375.618452 3.000797 1.986343 2.001809 1.410294 0.000049 1.411133 0.000125 1.410811 0.000053 250.808978 3.299088 1.406438 1.414172 0.997651 0.000039 0.997800 0.000113 0.997778 0.000049 110.249884 4.096071 0.995297 1.000017 0.892494 0.000105 0.892715 0.000102 0.892686 0.000052 118.140820 4.621041 0.890612 0.894383 0.814472 0.000050 0.814995 0.000068 0.814890 0.000039 26.709164 4.628683 0.812698 0.816255
5 5697 -25.628600 1785.230000 1700.370000 4.440000 0.120000 3.229371e+08 0.255378 1.993868 0.000122 1.995050 0.000133 1.994393 0.000078 1372.733073 2.986939 1.986181 2.001615 1.410304 0.000046 1.411060 0.000127 1.410859 0.000042 253.466483 3.237617 1.406464 1.414165 0.997579 0.000034 0.997861 0.000121 0.997700 0.000047 109.690579 3.966598 0.995245 0.999924 0.892507 0.000095 0.892702 0.000090 0.892640 0.000054 116.319340 4.562766 0.890617 0.894405 0.814504 0.000049 0.814893 0.000046 0.814879 0.000039 27.038222 4.651001 0.812713 0.816303
5 5698 -25.628400 1784.740000 1696.460000 4.460000 0.120000 3.232168e+08 0.256195 1.993893 0.000112 1.995082 0.000141 1.994320 0.000092 1353.128790 2.988906 1.986224 2.001621 1.410360 0.000047 1.410975 0.000117 1.411045 0.000036 260.647215 3.219885 1.406460 1.414282 0.997617 0.000040 0.997829 0.000118 0.997736 0.000046 109.362123 3.995524 0.995276 0.999970 0.892459 0.000099 0.892659 0.000087 0.892635 0.000053 117.501920 4.604382 0.890551 0.894377 0.814498 0.000050 0.814844 0.000050 0.814829 0.000030 27.418013 4.595488 0.812686 0.816319
5 5699 -25.628700 1785.280000 1698.420000 4.480000 0.120000 3.227972e+08 0.255921 1.993831 0.000111 1.994650 0.000166 1.994266 0.000104 1357.681637 2.973279 1.986188 2.001533 1.410457 0.000043 1.411025 0.000116 1.410895 0.000037 262.494936 3.240698 1.406578 1.414358 0.997566 0.000041 0.997867 0.000101 0.997729 0.000043 110.745665 3.998512 0.995218 0.999926 0.892405 0.000131 0.892623 0.000082 0.892574 0.000055 119.860570 4.575310 0.890516 0.894302 0.814510 0.000045 0.814846 0.000050 0.814740 0.000035 28.732151 4.543645 0.812717 0.816313
5 5700 -25.628600 1785.570000 1698.660000 4.300000 0.199998 3.226573e+08 0.256581 1.993391 0.000091 1.995495 0.000118 1.994559 0.000091 1361.604578 2.931160 1.985960 2.000878 1.410207 0.000039 1.411565 0.000145 1.410919 0.000043 253.553005 3.230939 1.406752 1.413681 0.997457 0.000024 0.998151 0.000136 0.997874 0.000036 110.355075 3.980934 0.995392 0.999531 0.892218 0.000055 0.892999 0.000096 0.892651 0.000037 120.355298 4.374582 0.890499 0.893944 0.814498 0.000027 0.815156 0.000094 0.814786 0.000036 27.772024 4.391815 0.812938 0.816065
5 5701 -25.628700 1786.710000 1698.110000 4.320000 0.199998 3.215385e+08 0.257097 1.993384 0.000087 1.995573 0.000123 1.994521 0.000094 1386.285674 2.933277 1.985990 2.000834 1.410182 0.000039 1.411675 0.000120 1.410924 0.000042 250.094649 3.228635 1.406725 1.413655 0.997469 0.000020 0.998188 0.000163 0.997833 0.000041 110.010178 4.003284 0.995400 0.999546 0.892220 0.000053 0.892989 0.000094 0.892661 0.000041 119.070053 4.390577 0.890524 0.893923 0.814430 0.000028 0.815066 0.000124 0.814784 0.000037 27.229930 4.460736 0.812850 0.816016
5 5702 -25.628800 1785.850000 1698.490000 4.340000 0.199998 3.219580e+08 0.257341 1.993286 0.000080 1.995583 0.000193 1.994478 0.000085 1407.959709 2.923564 1.985860 2.000767 1.410225 0.000037 1.411654 0.000104 1.410895 0.000041 249.852427 3.239839 1.406756 1.413712 0.997451 0.000027 0.998194 0.000157 0.997809 0.000036 111.397688 3.915315 0.995410 0.999500 0.892246 0.000063 0.893002 0.000107 0.892649 0.000043 120.949944 4.377676 0.890559 0.893939 0.814420 0.000024 0.815125 0.000142 0.814808 0.000042 28.002808 4.569041 0.812843 0.816004
5 5703 -25.628700 1785.920000 1697.380000 4.360000 0.199998 3.213986e+08 0.257557 1.993252 0.000079 1.995482 0.000118 1.994424 0.000093 1382.248833 2.944473 1.985811 2.000749 1.410195 0.000036 1.411722 0.000114 1.410930 0.000038 260.258030 3.264340 1.406702 1.413705 0.997468 0.000027 0.998145 0.000130 0.997860 0.000039 111.614783 3.940019 0.995399 0.999546 0.892249 0.000056 0.892977 0.000120 0.892639 0.000046 118.424859 4.428692 0.890521 0.893983 0.814493 0.000031 0.815018 0.000114 0.814880 0.000046 28.122314 4.623796 0.812909 0.816084
5 5704 -25.628600 1786.630000 1697.560000 4.380000 0.199998 3.211189e+08 0.257636 1.993282 0.000085 1.995585 0.000103 1.994422 0.000100 1384.854126 2.939590 1.985828 2.000793 1.410263 0.000035 1.411619 0.000119 1.410947 0.000042 257.011362 3.234191 1.406736 1.413807 0.997457 0.000026 0.998178 0.000125 0.997797 0.000044 111.498620 3.952039 0.995358 0.999566 0.892253 0.000045 0.892951 0.000109 0.892681 0.000045 118.440035 4.409979 0.890464 0.894048 0.814493 0.000032 0.814974 0.000102 0.814845 0.000056 27.132475 4.678929 0.812900 0.816092
5 5705 -25.628700 1785.830000 1699.430000 4.400000 0.199998 3.212587e+08 0.257698 1.993446 0.000092 1.995248 0.000113 1.994415 0.000087 1348.886149 2.942522 1.985985 2.000963 1.410286 0.000036 1.411536 0.000117 1.410953 0.000041 260.558308 3.222750 1.406768 1.413822 0.997453 0.000031 0.998007 0.000139 0.997757 0.000037 105.785242 3.927796 0.995304 0.999612 0.892284 0.000051 0.892901 0.000110 0.892646 0.000043 121.740817 4.454430 0.890519 0.894055 0.814456 0.000029 0.814929 0.000100 0.814880 0.000052 27.996557 4.553245 0.812881 0.816038
5 5706 -25.629000 1785.310000 1696.520000 4.420000 0.199998 3.218182e+08 0.257569 1.993607 0.000099 1.995118 0.000141 1.994344 0.000095 1318.830699 2.944975 1.986066 2.001205 1.410232 0.000032 1.411517 0.000134 1.410955 0.000034 263.835754 3.236095 1.406650 1.413832 0.997489 0.000033 0.997917 0.000103 0.997741 0.000036 106.303896 3.903732 0.995316 0.999672 0.892301 0.000069 0.892839 0.000107 0.892595 0.000043 119.550082 4.453724 0.890543 0.894066 0.814422 0.000031 0.814989 0.000093 0.814861 0.000044 28.754713 4.615219 0.812829 0.816022
5 5707 -25.628400 1786.020000 1699.910000 4.440000 0.199998 3.212587e+08 0.258279 1.993576 0.000105 1.995028 0.000139 1.994233 0.000119 1345.967689 2.966121 1.986008 2.001203 1.410195 0.000032 1.411413 0.000160 1.410923 0.000035 257.091864 3.219113 1.406583 1.413825 0.997573 0.000024 0.997828 0.000120 0.997680 0.000042 111.745349 3.916456 0.995417 0.999738 0.892317 0.000080 0.892800 0.000086 0.892587 0.000031 120.142526 4.371138 0.890556 0.894085 0.814345 0.000032 0.814995 0.000072 0.814833 0.000044 28.254610 4.516005 0.812717 0.815979
5 5708 -25.628600 1785.390000 1698.350000 4.460000 0.199998 3.220979e+08 0.257982 1.993564 0.000094 1.994943 0.000128 1.994259 0.000110 1369.250208 2.953462 1.986034 2.001152 1.410267 0.000032 1.411427 0.000104 1.410834 0.000038 260.117471 3.198674 1.406632 1.413920 0.997527 0.000025 0.997845 0.000102 0.997717 0.000043 108.779496 3.909890 0.995348 0.999717 0.892306 0.000069 0.892801 0.000083 0.892562 0.000036 119.641990 4.381237 0.890547 0.894073 0.814366 0.000034 0.814960 0.000087 0.814809 0.000042 29.235852 4.588872 0.812705 0.816034
5 5709 -25.628500 1786.440000 1698.150000 4.480000 0.199998 3.212587e+08 0.258076 1.993536 0.000092 1.994934 0.000150 1.994289 0.000095 1363.683871 2.934975 1.986014 2.001115 1.410315 0.000033 1.411438 0.000077 1.410825 0.000038 255.385499 3.190391 1.406692 1.413957 0.997417 0.000027 0.997934 0.000074 0.997758 0.000028 109.495384 3.800882 0.995237 0.999606 0.892311 0.000071 0.892727 0.000079 0.892558 0.000048 120.361461 4.413235 0.890581 0.894049 0.814471 0.000036 0.814832 0.000079 0.814760 0.000051 27.767896 4.590630 0.812816 0.816133
5 5710 -25.628800 1785.190000 1698.590000 4.300000 0.279996 3.222378e+08 0.257263 1.993324 0.000075 1.995514 0.000098 1.994363 0.000086 1362.255287 2.901563 1.985995 2.000708 1.409899 0.000043 1.411649 0.000139 1.410960 0.000037 259.269027 3.157614 1.406581 1.413232 0.997348 0.000022 0.998166 0.000142 0.997775 0.000025 113.558799 3.787502 0.995406 0.999298 0.892072 0.000068 0.893275 0.000077 0.892636 0.000030 125.340089 4.362728 0.890499 0.893652 0.814349 0.000016 0.815146 0.000100 0.814873 0.000035 29.719839 4.262558 0.812898 0.815805
5 5711 -25.628800 1785.640000 1698.940000 4.320000 0.279996 3.225175e+08 0.256982 1.993306 0.000076 1.995547 0.000120 1.994277 0.000086 1354.019765 2.905174 1.986007 2.000660 1.409961 0.000044 1.411790 0.000145 1.410799 0.000041 263.372676 3.139027 1.406614 1.413324 0.997355 0.000023 0.998210 0.000146 0.997718 0.000030 112.313797 3.817928 0.995425 0.999292 0.892096 0.000066 0.893263 0.000075 0.892640 0.000026 125.443811 4.375427 0.890530 0.893668 0.814339 0.000020 0.815097 0.000107 0.814846 0.000031 30.388350 4.379416 0.812887 0.815796
5 5712 -25.628800 1786.440000 1699.470000 4.340000 0.279996 3.219580e+08 0.257370 1.993220 0.000076 1.995298 0.000138 1.994306 0.000086 1372.925124 2.904086 1.985908 2.000587 1.409955 0.000044 1.411852 0.000130 1.410791 0.000041 259.410591 3.104736 1.406646 1.413280 0.997314 0.000022 0.998094 0.000141 0.997704 0.000031 112.243911 3.774769 0.995368 0.999269 0.892112 0.000033 0.893245 0.000086 0.892632 0.000042 121.095179 4.295559 0.890567 0.893662 0.814339 0.000019 0.815051 0.000153 0.814880 0.000034 29.921389 4.367264 0.812885 0.815798
5 5713 -25.628800 1787.750000 1698.030000 4.360000 0.279996 3.220979e+08 0.257490 1.993208 0.000079 1.995217 0.000119 1.994235 0.000094 1385.032541 2.911286 1.985910 2.000559 1.410028 0.000042 1.411804 0.000148 1.410752 0.000034 264.761271 3.070654 1.406703 1.413369 0.997264 0.000020 0.998055 0.000130 0.997636 0.000042 114.267180 3.894170 0.995323 0.999213 0.892109 0.000057 0.893118 0.000092 0.892618 0.000041 119.375120 4.258598 0.890515 0.893709 0.814394 0.000021 0.815184 0.000144 0.814879 0.000038 29.469994 4.411585 0.812922 0.815872
5 5714 -25.628900 1787.990000 1698.050000 4.380000 0.279996 3.225175e+08 0.257994 1.993247 0.000081 1.995149 0.000132 1.994237 0.000103 1373.652845 2.911843 1.985893 2.000656 1.409958 0.000043 1.411905 0.000139 1.410772 0.000037 262.828362 3.093617 1.406604 1.413329 0.997311 0.000022 0.998060 0.000104 0.997697 0.000046 113.387323 3.872587 0.995348 0.999283 0.892098 0.000055 0.893094 0.000101 0.892586 0.000036 127.148388 4.216690 0.890456 0.893747 0.814346 0.000020 0.815176 0.000110 0.814883 0.000036 29.726472 4.333953 0.812865 0.815832
5 5715 -25.628600 1788.310000 1699.930000 4.400000 0.279996 3.219580e+08 0.258094 1.993235 0.000078 1.995173 0.000149 1.994203 0.000119 1348.361456 2.934556 1.985880 2.000645 1.409779 0.000040 1.411595 0.000123 1.410814 0.000039 259.357200 3.142956 1.406380 1.413196 0.997356 0.000022 0.997871 0.000125 0.997683 0.000042 112.954926 3.854912 0.995378 0.999343 0.892116 0.000060 0.893123 0.000099 0.892604 0.000043 126.844591 4.224237 0.890501 0.893737 0.814292 0.000022 0.815114 0.000092 0.814861 0.000038 28.972200 4.398207 0.812811 0.815778
5 5716 -25.628600 1788.230000 1698.300000 4.420000 0.279996 3.223776e+08 0.257845 1.993161 0.000072 1.995165 0.000185 1.994163 0.000093 1334.174034 2.932668 1.985819 2.000559 1.409881 0.000038 1.411482 0.000099 1.410967 0.000035 266.894471 3.161843 1.406436 1.413343 0.997360 0.000022 0.997820 0.000150 0.997651 0.000042 113.245248 3.865533 0.995360 0.999367 0.892139 0.000066 0.893080 0.000103 0.892559 0.000041 121.953485 4.312204 0.890546 0.893738 0.814282 0.000024 0.815054 0.000073 0.814864 0.000037 29.062276 4.381878 0.812738 0.815832
5 5717 -25.628800 1788.050000 1701.420000 4.440000 0.279996 3.225175e+08 0.257994 1.993133 0.000079 1.995024 0.000190 1.994081 0.000089 1377.879218 2.907579 1.985844 2.000475 1.409990 0.000036 1.411524 0.000096 1.410956 0.000032 270.452155 3.139847 1.406539 1.413459 0.997324 0.000022 0.997899 0.000132 0.997623 0.000044 109.092139 3.890173 0.995344 0.999312 0.892126 0.000058 0.892979 0.000097 0.892586 0.000041 121.290915 4.331519 0.890517 0.893740 0.814305 0.000029 0.814939 0.000086 0.814843 0.000034 29.495426 4.368266 0.812751 0.815865
5 5718 -25.628700 1788.780000 1696.620000 4.460000 0.279996 3.223776e+08 0.258019 1.993143 0.000083 1.994800 0.000214 1.994177 0.000115 1364.168242 2.912574 1.985806 2.000535 1.410047 0.000035 1.411327 0.000118 1.410842 0.000036 262.087047 3.142308 1.406602 1.413508 0.997328 0.000023 0.997823 0.000122 0.997638 0.000041 111.817840 3.864898 0.995300 0.999364 0.892118 0.000057 0.892871 0.000087 0.892605 0.000040 121.983549 4.376005 0.890458 0.893785 0.814362 0.000030 0.815001 0.000102 0.814772 0.000041 30.129479 4.382882 0.812829 0.815900
5 5719 -25.628700 1788.540000 1699.650000 4.480000 0.279996 3.227972e+08 0.257250 1.993187 0.000085 1.994535 0.000225 1.994133 0.000111 1350.613405 2.917274 1.985831 2.000598 1.410017 0.000036 1.411365 0.000113 1.410824 0.000033 260.371360 3.123782 1.406552 1.413499 0.997431 0.000028 0.997649 0.000111 0.997628 0.000039 113.460842 3.800037 0.995387 0.999484 0.892146 0.000056 0.892844 0.000092 0.892582 0.000039 124.358558 4.355151 0.890464 0.893835 0.814346 0.000027 0.815093 0.000127 0.814821 0.000034 29.711645 4.352447 0.812777 0.815921
5 5721 -25.628500 1789.830000 1699.190000 4.500000 -0.199992 3.219580e+08 0.257312 1.993174 0.000079 1.994892 0.000216 1.994074 0.000110 1317.522565 2.912764 1.985827 2.000576 1.409988 0.000039 1.411393 0.000193 1.410691 0.000039 258.823090 3.113464 1.406602 1.413390 0.997246 0.000022 0.997865 0.000116 0.997604 0.000027 112.806098 3.821376 0.995239 0.999260 0.892099 0.000066 0.892770 0.000136 0.892551 0.000029 124.759686 4.376322 0.890449 0.893755 0.814277 0.000023 0.814888 0.000098 0.814627 0.000043 27.660779 4.268247 0.812769 0.815790
5 5722 -25.628600 1791.230000 1700.360000 4.700000 -0.199992 3.223776e+08 0.257787 1.993159 0.000070 1.994366 0.000148 1.993601 0.000096 1307.750031 2.885261 1.985854 2.000518 1.409835 0.000034 1.410707 0.000060 1.410443 0.000038 281.973109 3.067929 1.406363 1.413325 0.997253 0.000030 0.997570 0.000079 0.997460 0.000023 116.925548 3.614921 0.995181 0.999333 0.892024 0.000076 0.892420 0.000069 0.892273 0.000021 127.204647 4.092098 0.890279 0.893776 0.814181 0.000025 0.814640 0.000048 0.814481 0.000033 29.211284 4.125745 0.812622 0.815747
5 5723 -25.628900 1790.460000 1699.720000 4.900000 -0.199992 3.222378e+08 0.257205 1.992898 0.000067 1.993002 0.000153 1.993049 0.000150 1336.491621 2.862778 1.985683 2.000166 1.409683 0.000034 1.410230 0.000042 1.410074 0.000040 281.181391 2.918101 1.406146 1.413237 0.997168 0.000028 0.997142 0.000044 0.997136 0.000019 123.094964 3.526565 0.995088 0.999257 0.891977 0.000058 0.892074 0.000036 0.892101 0.000021 130.861454 4.030099 0.890204 0.893757 0.814046 0.000026 0.814344 0.000044 0.814319 0.000030 31.562405 3.990588 0.812482 0.815616
5 5724 -25.628700 1792.010000 1701.580000 5.100000 -0.199992 3.215385e+08 0.257851 1.992713 0.000061 1.992597 0.000123 1.992795 0.000217 1310.439884 2.823000 1.985639 1.999838 1.409453 0.000033 1.410000 0.000036 1.409593 0.000036 302.944045 2.860633 1.405941 1.412983 0.997043 0.000026 0.996979 0.000025 0.997062 0.000019 124.583458 3.460382 0.994946 0.999149 0.891774 0.000054 0.891859 0.000035 0.891950 0.000019 135.632494 3.910363 0.890004 0.893553 0.813948 0.000026 0.814213 0.000037 0.814105 0.000018 33.875169 3.860134 0.812378 0.815523
5 5725 -25.628700 1791.490000 1698.370000 5.300000 -0.199992 3.206993e+08 0.258729 1.992332 0.000059 1.992427 0.000095 1.992477 0.000281 1291.225135 2.784365 1.985331 1.999384 1.409295 0.000035 1.409741 0.000040 1.409522 0.000030 294.622236 2.835647 1.405798 1.412810 0.996758 0.000024 0.996869 0.000029 0.996845 0.000019 128.913961 3.409221 0.994628 0.998898 0.891645 0.000077 0.891677 0.000028 0.891740 0.000019 136.805161 3.820162 0.889918 0.893380 0.813909 0.000023 0.814015 0.000028 0.813976 0.000018 33.210599 3.812441 0.812358 0.815465
5 5726 -25.628700 1791.640000 1697.450000 5.500000 -0.199992 3.204196e+08 0.258461 1.992169 0.000066 1.991859 0.000116 1.991976 0.000327 1291.536221 2.733118 1.985268 1.999118 1.409204 0.000036 1.409269 0.000042 1.409241 0.000027 298.216023 2.831683 1.405748 1.412677 0.996622 0.000020 0.996606 0.000026 0.996638 0.000018 127.569352 3.356252 0.994531 0.998722 0.891528 0.000060 0.891521 0.000026 0.891578 0.000018 140.697495 3.824865 0.889827 0.893236 0.813773 0.000017 0.813840 0.000033 0.813931 0.000017 33.803300 3.776817 0.812241 0.815311
5 5727 -25.628600 1790.210000 1700.400000 5.700000 -0.199992 3.205594e+08 0.257475 1.991943 0.000073 1.991659 0.000110 1.991638 0.000328 1311.228749 2.723706 1.985079 1.998855 1.408878 0.000038 1.409177 0.000042 1.409045 0.000028 297.416143 2.804469 1.405436 1.412338 0.996594 0.000022 0.996452 0.000025 0.996539 0.000022 133.875610 3.306159 0.994546 0.998651 0.891419 0.000057 0.891335 0.000021 0.891429 0.000019 140.027829 3.724903 0.889677 0.893168 0.813588 0.000022 0.813621 0.000029 0.813779 0.000019 33.642221 3.736708 0.812074 0.815108
5 5728 -25.628500 1791.560000 1699.450000 5.900000 -0.199992 3.202797e+08 0.257962 1.991541 0.000093 1.991295 0.000121 1.991388 0.000334 1319.781501 2.729314 1.984774 1.998353 1.408677 0.000037 1.408710 0.000036 1.408779 0.000030 290.309324 2.789588 1.405224 1.412148 0.996266 0.000019 0.996323 0.000036 0.996423 0.000018 131.254488 3.312320 0.994270 0.998270 0.891266 0.000056 0.891196 0.000019 0.891284 0.000018 142.169207 3.730623 0.889554 0.892986 0.813496 0.000021 0.813507 0.000024 0.813625 0.000017 34.564252 3.723423 0.811981 0.815018
5 5729 -25.628800 1792.250000 1699.000000 6.100000 -0.199992 3.212587e+08 0.257611 1.991261 0.000085 1.991285 0.000127 1.991043 0.000303 1313.454718 2.733698 1.984428 1.998142 1.408447 0.000037 1.408489 0.000039 1.408456 0.000032 296.318339 2.766701 1.405000 1.411912 0.996241 0.000019 0.996154 0.000028 0.996220 0.000016 129.947585 3.275961 0.994214 0.998276 0.891145 0.000060 0.891001 0.000017 0.891142 0.000016 142.661949 3.695642 0.889454 0.892843 0.813393 0.000018 0.813345 0.000030 0.813511 0.000015 34.262499 3.733598 0.811883 0.814908
5 5730 -25.628600 1791.580000 1698.840000 6.300000 -0.199992 3.215385e+08 0.256720 1.990954 0.000061 1.990742 0.000101 1.990712 0.000282 1282.859174 2.748629 1.984069 1.997887 1.408280 0.000033 1.408144 0.000040 1.408296 0.000033 304.770467 2.776933 1.404801 1.411777 0.996076 0.000022 0.995975 0.000025 0.996111 0.000017 133.229599 3.215664 0.994062 0.998099 0.890990 0.000033 0.890911 0.000020 0.891072 0.000018 141.716111 3.660034 0.889247 0.892740 0.813313 0.000017 0.813262 0.000030 0.813416 0.000017 35.718492 3.711503 0.811813 0.814819
5 5731 -25.628600 1790.920000 1698.970000 6.500000 -0.199992 3.216783e+08 0.257101 1.990497 0.000069 1.990631 0.000105 1.990434 0.000269 1274.987933 2.783985 1.983406 1.997640 1.408117 0.000034 1.407977 0.000042 1.408042 0.000031 303.149098 2.735896 1.404625 1.411627 0.995878 0.000019 0.995943 0.000032 0.996017 0.000020 134.746276 3.231197 0.993882 0.997881 0.890902 0.000070 0.890784 0.000017 0.890894 0.000016 143.229035 3.681881 0.889242 0.892569 0.813228 0.000023 0.813070 0.000034 0.813242 0.000017 34.829176 3.699671 0.811700 0.814762
5 5732 -25.628900 1791.590000 1699.950000 6.700000 -0.199992 3.219580e+08 0.255459 1.990100 0.000069 1.990293 0.000127 1.990229 0.000234 1265.120099 2.808990 1.982929 1.997324 1.407946 0.000035 1.407886 0.000044 1.407908 0.000033 290.182534 2.769042 1.404500 1.411410 0.995760 0.000017 0.995681 0.000027 0.995924 0.000017 134.189097 3.232128 0.993763 0.997765 0.890799 0.000060 0.890610 0.000018 0.890794 0.000017 144.761825 3.632745 0.889080 0.892524 0.813117 0.000015 0.812987 0.000032 0.813107 0.000019 35.014337 3.701243 0.811616 0.814623
5 5733 -25.628900 1791.240000 1701.770000 6.900000 -0.199992 3.222378e+08 0.255584 1.990176 0.000065 1.990043 0.000132 1.989856 0.000169 1273.948802 2.811874 1.983016 1.997388 1.407636 0.000039 1.407597 0.000043 1.407663 0.000034 292.245162 2.740679 1.404231 1.411057 0.995709 0.000020 0.995600 0.000026 0.995722 0.000015 134.706092 3.211195 0.993731 0.997694 0.890669 0.000047 0.890541 0.000018 0.890669 0.000019 145.734839 3.653782 0.888984 0.892361 0.812965 0.000017 0.812897 0.000033 0.813055 0.000015 33.826325 3.683156 0.811472 0.814465
5 5734 -25.628700 1791.980000 1699.740000 7.100000 -0.199992 3.213986e+08 0.256426 1.989816 0.000064 1.989629 0.000130 1.989531 0.000122 1231.667127 2.806768 1.982592 1.997093 1.407539 0.000039 1.407418 0.000042 1.407477 0.000033 292.523693 2.753157 1.404136 1.410959 0.995633 0.000020 0.995310 0.000022 0.995496 0.000014 129.366399 3.245716 0.993639 0.997635 0.890526 0.000055 0.890410 0.000017 0.890534 0.000018 142.895955 3.625495 0.888798 0.892260 0.812884 0.000016 0.812870 0.000021 0.812993 0.000019 35.392803 3.656555 0.811397 0.814377
5 5735 -25.628700 1792.580000 1697.560000 7.300000 -0.199992 3.215385e+08 0.256430 1.989601 0.000064 1.989469 0.000132 1.989322 0.000073 1263.942146 2.825886 1.982290 1.996967 1.407318 0.000037 1.407097 0.000045 1.407314 0.000033 309.030605 2.733959 1.403872 1.410782 0.995486 0.000022 0.995262 0.000024 0.995406 0.000014 136.197004 3.216324 0.993495 0.997486 0.890451 0.000057 0.890285 0.000017 0.890429 0.000020 141.973451 3.639624 0.888748 0.892161 0.812783 0.000022 0.812639 0.000028 0.812809 0.000022 35.789094 3.669320 0.811296 0.814275
5 5736 -25.628400 1793.290000 1699.900000 4.500000 -0.119994 3.212587e+08 0.257931 1.993446 0.000090 1.994710 0.000229 1.994142 0.000113 1331.621185 2.952170 1.985950 2.000998 1.410157 0.000034 1.411192 0.000131 1.410746 0.000039 251.904614 3.229177 1.406571 1.413761 0.997401 0.000027 0.997685 0.000149 0.997679 0.000027 108.603632 3.945155 0.995276 0.999535 0.892236 0.000054 0.892528 0.000123 0.892544 0.000028 117.120905 4.495446 0.890425 0.894055 0.814363 0.000036 0.814900 0.000058 0.814605 0.000033 28.428575 4.459521 0.812713 0.816020
5 5737 -25.628700 1792.640000 1701.360000 4.700000 -0.119994 3.215385e+08 0.257213 1.993151 0.000081 1.993948 0.000170 1.993482 0.000112 1314.276684 2.896999 1.985750 2.000607 1.409953 0.000035 1.410471 0.000072 1.410298 0.000037 267.583670 3.119741 1.406332 1.413594 0.997296 0.000034 0.997476 0.000073 0.997351 0.000028 113.267636 3.836060 0.995113 0.999488 0.892142 0.000126 0.892354 0.000056 0.892334 0.000024 125.196109 4.226486 0.890350 0.893942 0.814253 0.000034 0.814426 0.000037 0.814540 0.000030 29.808823 4.201267 0.812600 0.815914
5 5738 -25.628600 1792.660000 1701.260000 4.900000 -0.119994 3.216783e+08 0.257159 1.992772 0.000055 1.993025 0.000126 1.993171 0.000176 1328.740338 2.838700 1.985612 1.999985 1.409857 0.000033 1.410221 0.000046 1.409924 0.000035 283.928593 2.965862 1.406277 1.413454 0.997012 0.000025 0.997219 0.000034 0.997226 0.000023 122.104044 3.568426 0.994888 0.999146 0.891955 0.000085 0.892072 0.000041 0.892057 0.000027 130.938929 4.038791 0.890168 0.893751 0.814137 0.000030 0.814278 0.000032 0.814247 0.000021 31.024998 4.020903 0.812540 0.815742
